"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","JAN_LANDED_WEIGHT_MTONS","JAN_LANDED_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_LANDED_WEIGHT_MTONS","FEB_LANDED_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_LANDED_WEIGHT_MTONS","MAR_LANDED_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_LANDED_WEIGHT_MTONS","APR_LANDED_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_LANDED_WEIGHT_MTONS","MAY_LANDED_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_LANDED_WEIGHT_MTONS","JUN_LANDED_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_LANDED_WEIGHT_MTONS","JUL_LANDED_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_LANDED_WEIGHT_MTONS","AUG_LANDED_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_LANDED_WEIGHT_MTONS","SEP_LANDED_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_LANDED_WEIGHT_MTONS","OCT_LANDED_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","NOV_LANDED_WEIGHT_MTONS","NOV_LANDED_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_LANDED_WEIGHT_MTONS","DEC_LANDED_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"1990","C","GRND","ROCK","NOM. CHINA ROCKFISH","CHN1",0,1.12,38,"",.1,.54,86,"",.1,.97,194,"",,,,"*",0,.71,42,"",.2,1.05,539,"",.4,1.08,937,"",2,.95,4143,"",2,.86,3803,"",.5,.74,853,"",.1,2.43,379,"",.1,1.75,457,"",5.5,,11471,"*"
"1990","C","GRND","ROCK","CHINA ROCKFISH","CHNA",.1,1.21,216,"",.2,1.36,544,"",.2,1.33,601,"",.2,1.23,656,"",.2,1.13,554,"",.3,1.01,636,"",.4,1.17,1048,"",.4,1.04,1001,"",.3,1.04,679,"",.3,1.13,750,"",.3,1.22,783,"",.3,1.21,699,"",3.2,,8167,""
"1990","C","GRND","ROCK","NOM. CHILIPEPPER","CLP1",,,,"*",,,,"*",.9,.4,758,"",,,,"",,,,"*",.3,.43,298,"",,,,"*",.5,.39,420,"",.3,.54,382,"",,,,"*",,,,"",1.2,.41,1083,"",3.2,,2941,"*"
"1990","C","GRND","ROCK","CHILIPEPPER ROCKFISH","CLPR",155.7,.33,112451,"",156.4,.34,115780,"",177.8,.35,136012,"",139.2,.36,110687,"",176,.34,131703,"",197,.33,143107,"",408.7,.32,288139,"",412.7,.32,287495,"",353,.31,244665,"",312.1,.34,234413,"",250.1,.4,218808,"",184.9,.44,178452,"",2923.6,,2201712,""
"1990","C","GRND","ROCK","CHAMELEON ROCKFISH","CMEL",0,1.13,12,"",0,.6,33,"",0,.71,23,"",.1,1.03,331,"",.1,.98,123,"",0,.99,64,"",.1,.99,227,"",.1,.98,231,"",.1,1.08,210,"",0,1.15,34,"",0,1.04,111,"",.1,1.42,363,"",.6,,1762,""
"1990","C","GRND","ROCK","NOM. CANARY ROCKFISH","CNR1",.8,.83,1468,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",3,.71,4754,"",5.3,.63,7373,"",20.2,.7,31325,"",7.6,.66,11108,"",1.7,.72,2676,"",1.5,.77,2509,"",40.1,,61213,"*"
"1990","C","GRND","ROCK","CANARY ROCKFISH","CNRY",6.4,.7,9956,"",9.8,.68,14665,"",14.3,.65,20505,"",23.1,.5,25206,"",13.5,.49,14601,"",17.3,.48,18385,"",50.3,.45,49648,"",133.7,.34,101368,"",115.6,.35,89766,"",49.3,.42,45652,"",28,.43,26729,"",19.9,.53,23039,"",481.2,,439520,""
"1990","C","GRND","ROCK","NOM. COPPER ROCKFISH","COP1",.1,1.38,416,"",.3,.57,355,"",3.3,.5,3638,"",1.7,.5,1869,"",.5,.5,532,"",.7,.5,763,"",5.5,.59,7133,"",7,.53,8166,"",5.8,.51,6456,"",1.7,.63,2343,"",.4,.53,475,"",.1,.81,153,"",27.1,,32299,""
"1990","C","GRND","ROCK","COPPER ROCKFISH","COPP",.8,1.12,1904,"",.7,1.19,1854,"",1.1,1.09,2573,"",1.6,1.15,3969,"",.9,1.17,2439,"",1.2,1.32,3545,"",3,1.18,7725,"",2.6,1,5763,"",1.8,1.09,4374,"",1.5,1.16,3893,"",1.4,1.15,3540,"",1.1,1.24,3118,"",17.7,,44697,""
"1990","C","GRND","ROCK","NOM. COWCOD ROCKFISH","CWC1",.5,.88,939,"",1.5,1.13,3727,"",2.4,1.1,5835,"",3,1.01,6728,"",2.9,1.02,6509,"",.8,.78,1436,"",1,1.02,2220,"",1.9,.85,3562,"",.4,.94,747,"",.5,1.32,1485,"",.9,1.05,2045,"",.5,1.3,1299,"",16.3,,36532,""
"1990","C","GRND","ROCK","COWCOD ROCKFISH","CWCD",1.5,.41,1338,"",1.7,.43,1632,"",2.1,.5,2276,"",2.2,.59,2892,"",3.4,.53,3961,"",3,.46,3018,"",.6,.5,657,"",.6,.41,583,"",.4,.4,381,"",1.2,.37,942,"",.8,.39,710,"",.8,.57,1043,"",18.3,,19433,""
"1990","C","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",69.3,.27,41809,"",54.6,.29,34424,"",64.6,.29,41246,"",46,.3,30904,"",54.3,.29,34941,"",57.2,.3,38440,"",57.6,.32,40049,"",87.6,.31,59387,"",106.4,.3,70812,"",140,.3,93536,"",86.7,.3,57794,"",47.1,.3,30734,"",871.4,,574076,""
"1990","C","GRND","ROCK","FLAG ROCKFISH","FLAG",.1,1.36,264,"",0,1.4,109,"",0,1.37,131,"",.1,1.34,342,"",.1,.94,306,"",.1,.91,279,"",.1,1.39,420,"",.1,1.25,311,"",.1,1.47,238,"",.2,.66,281,"",.2,.88,318,"",.1,1.25,310,"",1.2,,3309,""
"1990","C","GRND","ROCK","NOM. GREENBLOTCHED ROCKFISH","GBL1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","C","GRND","ROCK","GREENBLOTCHED ROCKFISH","GBLC",2.6,1.54,8880,"",1.8,1.51,6135,"",.8,1.39,2553,"",2.3,1.39,7079,"",1.4,1.45,4492,"",.9,1.57,3240,"",3,1.21,8158,"",2.3,1.2,6020,"",1,1.03,2312,"",1.2,1.52,3894,"",1.1,1.43,3361,"",1,1.6,3575,"",19.4,,59699,""
"1990","C","GRND","ROCK","NOM. GOPHER ROCKFISH","GPH1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","C","GRND","ROCK","GOPHER ROCKFISH","GPHR",.9,1.35,2753,"",3,1.37,8918,"",2.8,1.43,8754,"",2.8,1.35,8412,"",3.2,1.17,8118,"",3.2,1,6917,"",4.6,1.18,11878,"",5.8,1.07,13749,"",3.7,1.04,8541,"",4.2,1.13,10467,"",4.5,1.24,12200,"",4.5,1.17,11605,"",43.2,,112312,""
"1990","C","GRND","ROCK","GRASS ROCKFISH","GRAS",0,1.17,5,"",0,1.14,19,"",0,1.18,13,"",0,1.13,13,"",0,1.15,18,"",0,1.11,19,"",0,1.07,39,"",0,.98,48,"",0,1.02,29,"",0,1.01,26,"",0,1.03,31,"",0,1.02,41,"",0,,301,""
"1990","C","GRND","ROCK","NOM. GREENSPOTTED ROCKFISH","GSP1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"1990","C","GRND","ROCK","GREENSPOTTED ROCKFISH","GSPT",9.8,.89,19351,"",8.4,.84,15437,"",9.4,.67,14023,"",10.8,.84,19904,"",8,.77,13558,"",7.3,.74,12015,"",16.7,.72,26378,"",23,.56,28466,"",19.8,.5,21746,"",18.9,.54,22557,"",12.1,.63,16717,"",10,.73,16057,"",154.2,,226209,""
"1990","C","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",3,.55,3595,"",3.5,.42,3251,"",4.1,.39,3540,"",2.7,.59,3502,"",2.7,.53,3107,"",3,.46,3067,"",6.6,.46,6688,"",7.5,.39,6403,"",6.9,.36,5490,"",10.2,.34,7736,"",8.6,.35,6594,"",4,.43,3794,"",62.8,,56767,""
"1990","C","GRND","ROCK","KELP ROCKFISH","KLPR",0,1.4,49,"",0,1.43,153,"",0,1.48,159,"",0,1.42,149,"",0,1.22,120,"",0,1.16,71,"",.1,1.21,184,"",.1,1.1,209,"",.1,1.05,132,"",.1,1.16,175,"",.1,1.29,202,"",.1,1.23,177,"",.6,,1780,""
"1990","C","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",329.4,.36,264924,"",338,.36,271894,"",506.9,.36,405534,"",201.3,.38,169738,"",93.2,.38,78919,"",196.3,.38,166619,"",355.2,.39,304466,"",342.9,.39,292061,"",362.2,.39,313213,"",217.9,.43,206318,"",260.3,.43,247241,"",241.9,.43,228579,"",3445.5,,2949506,""
"1990","C","GRND","ROCK","MEXICAN ROCKFISH","MXRF",,,,"",,,,"",,,,"",.1,.89,102,"",.1,.85,142,"",0,.75,66,"",.1,.98,260,"",.1,.99,249,"",.1,1.1,212,"",,,,"*",0,0,0,"",,,,"*",.5,,1031,"*"
"1990","C","GRND","ROCK","NOM. OLIVE ROCKFISH","OLV1",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",,,,"*",,,,"*",0,,0,"*"
"1990","C","GRND","ROCK","OLIVE ROCKFISH","OLVE",.3,.62,477,"",1.1,.57,1357,"",1.3,.59,1693,"",1.2,.53,1404,"",.4,.64,530,"",.8,.58,1026,"",1.8,.52,2118,"",2.5,.5,2748,"",2.4,.49,2603,"",1.4,.52,1622,"",.9,.54,1023,"",.5,.75,795,"",14.6,,17396,""
"1990","C","GRND","ROCK","OTHER ROCKFISH","ORCK",,,,"",,,,"",,,,"",0,.4,7,"",0,.4,2,"",0,.39,4,"",0,.87,1,"",0,.59,2,"",0,.5,1,"",0,.29,14,"",0,2.54,58,"",0,.38,5,"",0,,94,""
"1990","C","GRND","ROCK","PACIFIC OCEAN PERCH","POP",.1,.33,106,"",.2,.34,170,"",.2,.34,173,"",1.1,.32,801,"",1.1,.32,808,"",1.5,.33,1111,"",.9,.38,768,"",1.3,.37,1013,"",2.1,.33,1489,"",3.9,.3,2550,"",3.7,.29,2414,"",2,.29,1287,"",18.1,,12690,""
"1990","C","GRND","ROCK","QUILLBACK ROCKFISH","QLBK",0,.97,30,"",0,1.14,39,"",0,1.02,59,"",0,1.05,88,"",0,1.07,48,"",.9,.77,1481,"",.1,1.13,195,"",.1,.96,145,"",0,1.03,111,"",0,1.11,95,"",0,1.1,76,"",0,1.23,65,"",1.1,,2432,""
"1990","C","GRND","ROCK","BOCACCIO+CHILIPEPPER RCKFSH","RCK1",.1,.37,49,"",.2,.56,304,"",11.7,.35,9082,"",1,.38,831,"",.9,.42,864,"",5.3,.36,4199,"",5.1,.39,4363,"",1.6,.5,1766,"",3.2,.54,3817,"",.9,.42,845,"",.6,.54,686,"",,,,"*",30.6,,26806,"*"
"1990","C","GRND","ROCK","UNSP. BOLINA RCKFSH","RCK2",.6,.8,975,"",.5,.68,678,"",1.4,.83,2497,"",1.4,.87,2672,"",.6,1.12,1401,"",.5,.7,775,"",.5,.59,603,"",.8,.82,1468,"",.1,.64,208,"",.2,.73,374,"",.6,.69,935,"",1.3,.87,2410,"",8.5,,14996,""
"1990","C","GRND","ROCK","UNSP. DPWTR REDS RCKFSH","RCK3",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",0,,0,"*"
"1990","C","GRND","ROCK","UNSP. REDS RCKFSH","RCK4",.1,.82,152,"",.2,1.06,519,"",.5,.93,972,"",.7,.82,1202,"",4.3,1.12,10499,"",8.6,.82,15567,"",4.6,.79,7982,"",7.5,.68,11280,"",5.7,.7,8853,"",5,1.24,13809,"",2.2,1.15,5706,"",1.2,1.19,3126,"",40.6,,79667,""
"1990","C","GRND","ROCK","UNSP. SMALL REDS RCKFSH","RCK5",.5,.48,531,"",.7,.31,452,"",.4,.36,340,"",1.7,.32,1196,"",.5,.51,543,"",1.2,.47,1285,"",1.8,.35,1381,"",.3,.25,170,"",.3,.25,148,"",.5,.34,347,"",.4,.62,586,"",.9,.34,647,"",9.2,,7626,""
"1990","C","GRND","ROCK","UNSP. ROSEFISH RCKFSH","RCK6",,,,"*",,,,"*",,,,"",.6,.68,864,"",,,,"",,,,"*",.4,.47,460,"",,,,"*",,,,"",,,,"*",.2,.29,95,"",,,,"*",1.2,,1419,"*"
"1990","C","GRND","ROCK","UNSP. GOPHER ROCKFISH","RCK7",,,,"*",.1,.58,70,"",6.1,.25,3347,"",.2,.5,173,"",.4,.46,433,"",.3,.81,534,"",1.1,1.21,2807,"",1.5,.64,2170,"",.3,1.27,879,"",.2,.92,485,"",.2,1.07,519,"",.3,.7,405,"",10.7,,11822,"*"
"1990","C","GRND","ROCK","REDBANDED ROCKFISH","RDBD",.4,.34,310,"",.4,.36,331,"",.6,.39,476,"",3.9,.38,3273,"",2,.37,1617,"",2.8,.38,2331,"",1.5,.38,1221,"",2,.36,1624,"",2.4,.34,1793,"",1.2,.33,885,"",1,.31,709,"",.6,.31,407,"",18.8,,14977,""
"1990","C","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",.6,.28,356,"",.7,.28,425,"",.7,.3,485,"",.3,.3,181,"",.2,.3,102,"",.3,.32,184,"",.4,.39,363,"",.4,.35,333,"",.5,.34,390,"",.1,.39,92,"",0,.36,35,"",0,.42,19,"",4.2,,2965,""
"1990","C","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",0,.3,28,"",.1,.28,36,"",0,.29,19,"",0,.32,31,"",0,.31,29,"",.1,.32,53,"",.5,.29,329,"",.7,.28,443,"",1,.28,594,"",.2,.29,102,"",.1,.28,78,"",0,.26,7,"",2.7,,1749,""
"1990","C","GRND","ROCK","NOM. ROSY ROCKFISH","ROS1",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1990","C","GRND","ROCK","ROSY ROCKFISH","ROSY",.3,1.11,786,"",.4,1.08,969,"",.8,.88,1614,"",.7,.92,1378,"",.4,1.01,930,"",.4,.88,836,"",1.1,.79,1882,"",1.1,.87,2162,"",1,.8,1850,"",1,.88,2012,"",.7,1,1628,"",.7,1.08,1779,"",8.6,,17826,""
"1990","C","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",.4,.41,381,"",.7,.44,633,"",.9,.55,1043,"",.6,.54,747,"",.5,.54,541,"",.7,.43,649,"",1.6,.42,1436,"",2,.42,1814,"",2.1,.39,1846,"",1.4,.49,1467,"",.9,.54,1113,"",.5,.86,944,"",12.3,,12614,""
"1990","C","GRND","ROCK","NOM. SHORTBELLY ROCKFISH","SBL1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1990","C","GRND","ROCK","SHORTBELLY ROCKFISH","SBLY",.4,.31,280,"",.3,.36,205,"",.3,.35,236,"",.1,.27,89,"",.2,.28,117,"",.3,.27,157,"",.6,.26,320,"",.7,.26,417,"",.7,.25,394,"",,,,"",,,,"",,,,"",3.6,,2215,""
"1990","C","GRND","ROCK","NOM. CALIFORNIA SCORPIONFISH","SCR1",1.6,1.57,5365,"",4.4,1.86,17889,"",5.5,1.9,23007,"",3,1.69,11183,"",2.3,1.82,9324,"",3.8,2.35,19619,"",2,2.38,10483,"",5,1.91,21133,"",3.2,1.54,10952,"",3.3,1.6,11503,"",3.8,1.95,16408,"",3.4,1.72,12966,"",41.3,,169832,""
"1990","C","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",11.7,.25,6544,"",18.1,.25,10095,"",16.8,.27,9925,"",10.2,.26,5875,"",7.5,.26,4357,"",12.5,.26,7253,"",18.8,.28,11413,"",23.9,.27,14003,"",24.9,.27,14593,"",13.1,.28,8223,"",8.8,.27,5354,"",2.5,.29,1606,"",168.8,,99241,""
"1990","C","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",0,.74,23,"",0,.74,40,"",0,.67,48,"",.1,.38,104,"",0,.34,34,"",0,.47,47,"",.2,.45,229,"",1.4,.3,894,"",1,.31,675,"",0,.76,57,"",0,.59,7,"",0,.88,19,"",2.7,,2177,""
"1990","C","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",14.5,.31,9966,"",17.5,.33,12781,"",18.4,.42,16886,"",11.9,.38,9815,"",15.1,.37,12266,"",20.1,.32,14374,"",31,.28,19358,"",23.2,.27,14079,"",33.5,.26,19302,"",64.9,.26,37770,"",80.9,.26,46550,"",57.7,.3,37662,"",388.7,,250809,""
"1990","C","GRND","ROCK","NOM. SPLITNOSE ROCKFISH","SNS1",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1990","C","GRND","ROCK","SPECKLED ROCKFISH","SPKL",.9,.42,846,"",1.1,.4,974,"",1.6,.41,1417,"",1.2,.44,1182,"",1.4,.44,1411,"",1.2,.39,1067,"",1.9,.46,1967,"",4.8,.39,4161,"",4.6,.39,3916,"",3,.39,2555,"",2.1,.41,1870,"",1.5,.6,2019,"",25.3,,23385,""
"1990","C","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",190.3,.37,153388,"",226.3,.37,182838,"",334.6,.36,268300,"",399.9,.37,325578,"",191.6,.37,157450,"",273.8,.38,232243,"",55.3,.39,47837,"",63.4,.39,54247,"",54.7,.4,48105,"",47.1,.43,44239,"",34.5,.44,33154,"",44.6,.43,42128,"",1916.1,,1589507,""
"1990","C","GRND","ROCK","STARRY ROCKFISH","STAR",.8,1.19,2178,"",1.1,1.08,2520,"",1.8,.9,3559,"",1.5,1,3322,"",1,1.11,2417,"",1,1,2091,"",2.4,.85,4535,"",2.6,.89,5111,"",2.2,.84,4020,"",2.1,.91,4171,"",1.5,1.03,3511,"",1.6,1.11,3790,"",19.6,,41225,""
"1990","C","GRND","ROCK","NOM. STARRY ROCKFISH","STR1",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1990","C","GRND","ROCK","STRIPETAIL ROCKFISH","STRK",2,.26,1155,"",3.1,.26,1795,"",2.9,.28,1781,"",1.3,.28,803,"",.8,.28,469,"",1.3,.28,811,"",2.6,.32,1850,"",3.2,.3,2077,"",3.4,.29,2211,"",5.9,.28,3659,"",4.1,.28,2593,"",1.1,.29,722,"",31.7,,19926,""
"1990","C","GRND","ROCK","THORNYHEADS (MIXED)","THDS",.6,.56,760,"",1.9,.54,2237,"",5.8,.48,6176,"",3.8,.49,4061,"",4,.52,4561,"",5.4,.46,5520,"",.2,1.17,410,"",,,,"*",,,,"*",1.4,.66,2062,"",2.2,.55,2597,"",1,.44,1010,"",26.3,,29394,"*"
"1990","C","GRND","ROCK","TIGER ROCKFISH","TIGR",.4,.28,251,"",.5,.29,337,"",1.1,.29,719,"",.2,.29,107,"",.3,.31,219,"",.7,.33,481,"",1.7,.29,1127,"",1.9,.28,1189,"",1.9,.28,1197,"",1,.31,696,"",1.5,.3,992,"",1,.32,729,"",12.2,,8044,""
"1990","C","GRND","ROCK","TREEFISH","TREE",0,1.98,1,"",0,1.02,2,"",0,.77,1,"",0,1.5,2,"",0,1.11,2,"",0,1.01,2,"",0,1.19,5,"",0,1.07,6,"",0,.91,3,"",0,.87,3,"",0,.99,4,"",0,.93,5,"",0,,36,""
"1990","C","GRND","ROCK","UNSP. ROCKFISH","URCK",3.7,.42,3396,"",6.6,.64,9251,"",.6,1.01,1421,"",4.7,.36,3735,"",24,.29,15485,"",30.1,.37,24306,"",26.9,.32,19188,"",19.7,.3,13231,"",15.8,.34,11849,"",6.5,.7,10010,"",5,.47,5175,"",1.1,.47,1186,"",144.7,,118233,""
"1990","C","GRND","ROCK","NOM. VERMILLION ROCKFISH","VRM1",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"1990","C","GRND","ROCK","VERMILION ROCKFISH","VRML",21.9,1.37,66217,"",16.2,1.34,48078,"",15.4,1.03,34959,"",24.7,1.19,65061,"",19.4,1.11,47515,"",14.9,1.12,36777,"",41.2,.96,87026,"",33.3,.96,70160,"",20.1,.87,38721,"",19.6,1.1,47482,"",16.6,1.16,42247,"",17.1,1.18,44639,"",260.4,,628882,""
"1990","C","GRND","ROCK","WIDOW ROCKFISH","WDOW",144.4,.29,92900,"",125.9,.29,81739,"",183.5,.29,115801,"",164.7,.28,102803,"",52.5,.33,38019,"",66.9,.32,47163,"",224.1,.31,155441,"",363.3,.29,232973,"",265.2,.29,170050,"",298.1,.3,199390,"",239.5,.33,176679,"",183.1,.39,157355,"",2311.2,,1570313,""
"1990","C","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",,,,"*",,,,"*",,,,"*",2.2,.29,1423,"",,,,"*",2.6,.26,1508,"",,,,"*",8.8,.37,7152,"",9.6,.4,8425,"",2.1,.3,1411,"",5.4,.39,4681,"",,,,"*",30.7,,24600,"*"
"1990","C","GRND","ROCK","NOM. YELLOWEYE ROCKFISH","YEY1",1.7,.77,2883,"",,,,"*",.7,.7,1020,"",3.5,.76,5942,"",.7,.69,1097,"",1.5,.69,2223,"",3.8,.77,6404,"",6.1,.81,10781,"",16,.86,30364,"",1.9,.83,3370,"",2.1,.76,3579,"",.4,.78,673,"",38.4,,68336,"*"
"1990","C","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",1.7,.6,2316,"",1.8,.78,3136,"",3.6,.71,5660,"",3.8,.68,5729,"",3.8,.64,5433,"",3.3,.61,4391,"",3.7,.63,5116,"",7.6,.5,8336,"",6.2,.54,7337,"",2.5,.81,4502,"",1.5,.93,2979,"",1.6,1,3431,"",41.1,,58366,""
"1990","C","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",0,.37,7,"",0,.37,9,"",0,.34,10,"",0,.35,20,"",0,.41,12,"",0,.39,28,"",0,.41,33,"",.1,.4,53,"",.1,.35,85,"",.9,.29,593,"",1,.29,673,"",.8,.29,528,"",2.9,,2051,""
"1990","C","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",.4,.51,456,"",.4,.45,360,"",2.6,.5,2881,"",.7,.63,960,"",.4,.41,403,"",.9,.52,1069,"",13.6,.49,14697,"",15.9,.47,16570,"",27.4,.44,26685,"",8,.46,8058,"",4.7,.49,5093,"",18.1,.29,11679,"",93.1,,88911,""
"1990","C","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",44.1,.41,39759,"",64.2,.4,56764,"",78.2,.41,70661,"",133.9,.36,105173,"",49.1,.39,42080,"",75.6,.42,70627,"",133.5,.4,117184,"",184.1,.4,161514,"",169.1,.4,148088,"",111.2,.42,102191,"",63.8,.41,58261,"",39.5,.53,46007,"",1146.3,,1018309,""
"1990","C","GRND","ROND","NOM. CABEZON","CBZ1",.1,.49,139,"",.6,.35,437,"",2,.35,1561,"",1,.35,748,"",.6,.47,602,"",1.1,.37,907,"",1,.35,748,"",2.7,.33,2002,"",1.6,.33,1153,"",.6,.4,504,"",.3,.49,376,"",.2,.46,221,"",11.8,,9398,""
"1990","C","GRND","ROND","NOM. KELP GREENLING","KGL1",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,.4,12,"",.1,.82,168,"",.4,.61,573,"",.1,.5,136,"",.6,,889,"*"
"1990","C","GRND","ROND","KELP GREENLING","KLPG",0,1.32,2,"",0,1.19,7,"",0,1.03,4,"",0,1.25,5,"",0,1.11,6,"",0,1.18,7,"",0,1.11,14,"",0,1.01,17,"",0,1.01,10,"",0,1.01,9,"",0,1.06,11,"",0,1.01,14,"",0,,106,""
"1990","C","GRND","ROND","NOM. LINGCOD","LCD1",36,.36,28178,"",33.8,.4,29630,"",56.9,.41,51285,"",52.9,.39,45784,"",63.7,.38,53699,"",74.6,.41,67652,"",166.7,.38,140976,"",161.6,.39,137341,"",188.5,.4,166996,"",105.7,.41,95029,"",77.3,.4,67546,"",46.6,.41,42367,"",1064.3,,926483,""
"1990","C","GRND","ROND","LINGCOD","LCOD",.6,.37,457,"",.2,.6,205,"",.5,.45,456,"",.1,.71,143,"",.1,.77,86,"",0,.7,39,"",.6,.43,534,"",.9,.38,730,"",.5,.4,420,"",.1,.67,149,"",.1,.75,157,"",.1,.79,105,"",3.8,,3481,""
"1990","C","GRND","ROND","PACIFIC COD","PCOD",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1990","C","GRND","ROND","PACIFIC WHITING","PWHT",.8,1,1734,"",.1,.95,143,"",,,,"*",295.8,.05,35643,"",1469.3,.06,207470,"",1838.7,.06,261990,"",1913.1,.06,264655,"",.6,.74,974,"",,,,"",,,,"",,,,"*",,,,"",5518.4,,772609,"*"
"1990","C","GRND","ROND","SABLEFISH","SABL",163.4,.4,145125,"",265.7,.41,241147,"",474.8,.44,462567,"",494.2,.49,531604,"",366.1,.43,349169,"",437,.49,468222,"",256.7,.38,217490,"",277.1,.38,229342,"",247.5,.37,203118,"",254.3,.47,264398,"",254.4,.5,277904,"",169.8,.46,172563,"",3661,,3562649,""
"1990","C","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"*",,,,"*",.1,.26,63,"",2.8,.25,1536,"",3.3,.34,2461,"",2.3,.26,1313,"",11.2,.19,4778,"",,,,"*",,,,"",,,,"",19.7,,10151,"*"
"1990","C","HMSP","....","DORADO/DOLPHINFISH","DRDO",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,1.99,312,"",.4,1.33,1276,"",.2,.87,315,"",,,,"*",,,,"",,,,"",.7,,1903,"*"
"1990","C","HMSP","....","SHORTFIN MAKO SHARK","MAKO",3.9,1.31,11313,"",.4,1.37,1351,"",,,,"*",1,.55,1199,"",.9,1.29,2452,"",22.4,1.59,78283,"",54.8,1.34,161830,"",58.4,1.35,174250,"",46.5,1.26,129267,"",35.2,1.17,90944,"",24.7,1.16,63086,"",9.2,1.23,24935,"",257.4,,738910,"*"
"1990","C","HMSP","....","SWORDFISH","SWRD",57.2,4.55,573541,"",1,4.79,10756,"",,,,"*",,,,"*",,,,"*",2,6.17,26671,"",6.4,5.93,83510,"",30.9,5.42,369630,"",76.7,4.02,679170,"",216.6,3.46,1650280,"",309.4,3.46,2359484,"",144.9,4.16,1328281,"",845.1,,7081323,"*"
